popularity
58
48
63
65
10
30
85
12
45
53
17
44
40
43
37
43
59
10
76
67
50
57
4
27
12
70
25
73
12
28
49
17
7
47
21
39
32
42
41
9
38
42
41
53
28
57
8
76
39
37
64
55
33
50
32
44
74
44
37
23
6
45
36
38
51
34
5
19
14
28
32
4
56
21
50
7
43
38
34
59
40
42
40
29
21
48
51
4
14
55
55
33
32
46
22
18
34
9
15
14
27
36
56
61
40
53
55
52
70
48
36
53
50
41
56
26
21
28
42
55
31
18
56
49
44
3
22
16
64
8
12
71
48
46
3
56
50
23
33
19
5
52
38
13
31
31
58
33
35
45
37
42
24
44
36
48
53
5
60
9
53
44
67
47
15
44
52
54
41
75
52
45
39
54
12
37
53
47
27
80
49
14
69
56
34
68
71
6
40
10
72
48
43
23
34
51
45
64
26
48
38
41
27
32
62
50
12
13
26
38
40
35
27
25
36
42
64
60
67
25
42
67
31
52
30
69
35
46
68
73
40
35
53
16
20
15
22
46
32
42
83
40
31
23
43
40
53
67
43
54
24
47
21
48
4
38
21
45
53
67
27
59
45
62
36
44
70
45
47
26
12
30
60
40
37
59
36
19
46
12
47
27
49
22
40
20
43
41
42
22
45
41
43
39
23
51
58
29
30
52
58
24
28
31
52
37
58
50
43
37
52
55
34
11
61
34
5
53
36
5
24
17
54
44
32
26
25
61
50
6
28
72
42
45
66
17
58
45
41
11
44
71
32
23
56
50
13
35
15
15
29
25
31
62
12
15
37
8
55
36
4
38
34
44
38
46
30
12
29
50
23
55
24
72
64
47
42
53
60
25
34
32
10
48
56
35
30
10
32
26
58
42
23
35
61
38
11
73
49
42
32
35
48
30
51
30
28
5
71
41
48
65
76
9
17
72
43
45
33
28
24
34
69
3
13
34
42
64
38
70
48
24
51
40
57
21
35
12
36
25
50
43
43
13
38
52
58
49
11
26
54
28
42
22
84
28
54
47
8
54
53
40
49
19
52
43
43
58
10
36
38
40
43
7
35
29
21
40
63
24
56
45
21
34
17
15
25
15
61
6
31
37
52
47
8
46
25
23
71
34
44
59
36
22
60
67
43
4
67
58
54
32
41
52
57
37
23
70
70
26
45
56
58
47
37
60
32
70
58
57
46
78
41
25
27
51
55
21
23
58
42
49
54
23
12
38
29
10
3
60
27
35
36
46
19
25
71
43
18
26
41
41
38
29
32
32
30
40
49
41
5
36
28
47
38
20
8
42
16
63
40
64
67
52
44
64
42
27
40
39
36
51
44
4
17
43
37
15
68
10
47
33
3
10
56
67
39
61
57
56
23
35
44
47
57
50
5
40
38
50
62
53
51
44
22
22
39
42
52
17
29
24
77
43
71
62
23
12
13
26
6
77
63
39
51
53
55
16
47
7
5
62
22
45
51
38
32
7
35
50
19
35
70
38
43
21
31
51
28
6
50
26
7
23
67
43
49
37
25
13
69
39
68
50
7
53
36
21
49
11
31
37
30
39
57
70
21
48
59
38
68
25
57
50
51
22
23
5
76
64
69
34
42
42
9
54
30
47
43
44
46
42
12
25
58
23
24
26
47
62
27
55
43
58
29
43
18
48
32
49
48
46
56
39
60
32
38
27
33
3
18
26
22
49
64
52
41
19
40
48
56
42
32
72
59
58
6
80
59
32
70
37
43
46
37
34
46
29
32
28
41
80
34
67
51
3
54
60
4
62
39
39
35
40
53
43
77
9
33
66
48
66
42
57
37
32
44
28
47
45
59
29
3
23
61
50
59
31
33
44
22
29
48
9
41
27
13
40
58
44
7
57
28
31
18
49
34
47
16
56
24
40
15
66
34
10
9
38
73
24
50
65
41
23
15
38
61
48
45
35
28
76
61
27
27
62
54
37
43
8
45
16
42
59
90
30
50
43
54
63
20
56
59
55
25
75
45
53
20
5
47
40
60
38
11
68
43
12
19
15
44
39
51
13
62
35
46
42
29
34
11
32
71
24
20
34
72
70
49
41
7
50
37
36
50
53
38
20
30
34
56
46
37
43
39
65
11
69
8
14
27
50
23
37
44
44
28
14
49
30
28
37
40
48
41
27
39
32
37
44
54
23
49
23
28
16
9
52
35
6
42
23
39
27
25
28
58
40
30
22
12
34
14
31
15
31
7
52
43
16
38
46
39
17
37
33
59
36
54
42
50
34
3
49
22
68
27
60
9
50
38
19
59
57
62
34
60
63
